country1,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antarctica,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Bouvet Island,Brazil,British Indian Ocean Territory,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burma,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands,Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,French South Antarctic Territory,Gabon,Gambia,Gaza Strip,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Heard Island and McDonald Islands,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macau,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Islands,Poland,Portugal,Puerto Rico,Qatar,Republic of the Congo,Romania,Russia,Rwanda,Réunion,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Georgia and the South Sandwich Islands,South Korea,Spain,Sri Lanka,Sudan,Suriname,Svalbard and Jan Mayen,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,U.S. Virgin Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis and Futuna,Western Sahara,Yemen,Zambia,Zimbabwe
Montserrat,Northeast,Northeast,Northeast,West,Northeast,East,Northwest,South,Northeast,South,Northeast,Southwest,Southwest,Northeast,Northeast,Northwest,Northeast,Northeast,Southeast,Northeast,Northeast,West,East,North,Northeast,South,Northeast,East,Southeast,South,East,Northwest,North,Northeast,East,Northeast,East,Northeast,East,Northwest,East,West,East,East,South,North,Northeast,East,Southwest,East,West,West,East,Northeast,West,Southwest,Northeast,Northeast,East,Northeast,East,Southeast,West,Southwest,Northeast,West,East,East,Northeast,Southeast,East,South,Northeast,West,Northeast,Northeast,Southeast,West,Southeast,East,East,Northeast,Northeast,Northeast,East,Northeast,Northeast,North,South,Northeast,Northwest,West,Northeast,East,East,South,West,Southeast,West,North,Northeast,North,Northeast,North,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,West,North,Northeast,Northeast,Northeast,East,West,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,Southeast,East,Northeast,Northeast,Northeast,Northeast,North,East,East,Northeast,East,East,Northeast,West,Southeast,East,East,East,West,Northwest,Northeast,Northeast,North,Northeast,0,Northeast,East,Southeast,West,Northeast,Northeast,West,Southwest,West,East,East,West,Southwest,North,Northeast,Northwest,Northeast,Northeast,Northeast,Northwest,Northeast,West,West,South,Southwest,North,Southwest,Northeast,Northeast,West,Northeast,East,Northeast,North,East,East,Southeast,Northwest,Southeast,North,South,West,Northeast,East,Northeast,East,Northeast,East,East,Northeast,Northeast,Northeast,West,East,Southeast,South,North,Northeast,Northeast,East,Southeast,North,Northeast,Northeast,Northeast,North,Northeast,East,Northeast,Northwest,East,West,West,South,Northeast,Northeast,Northeast,Northwest,West,Northwest,East,Northeast,Northeast,Northeast,Northwest,South,Northeast,West,Northeast,Southwest,North,West,East,East,East,East
Morocco,Northeast,Northeast,Southeast,Northwest,Northeast,Southeast,West,South,West,Southwest,Northeast,West,East,Northeast,Northeast,West,East,Northeast,West,Northeast,North,West,Southeast,West,Northeast,Southwest,Northeast,Southeast,South,Southwest,East,West,East,Northeast,South,Northeast,Southeast,Northeast,Southeast,Northwest,Southwest,West,Southeast,Southeast,Southwest,Northeast,East,East,West,Southeast,West,West,South,Northeast,West,West,East,Northeast,Southeast,North,East,West,West,West,East,West,Southeast,East,Northeast,Southeast,East,Southwest,North,Northwest,Northeast,Northeast,Southwest,West,Southeast,Southeast,Southwest,East,Northeast,Northeast,South,North,Northeast,North,West,West,Northeast,West,North,South,South,West,West,Southeast,West,Northeast,Northeast,North,East,East,East,East,North,North,East,Northeast,West,Northeast,North,East,Northeast,Southeast,Northwest,Northeast,East,Northeast,Northeast,Northeast,East,Southeast,South,East,Northeast,Northeast,Northeast,Northeast,Southeast,Southeast,East,East,South,East,North,West,South,Southeast,Southeast,Northwest,Northeast,Northeast,Northeast,Northeast,Northeast,West,0,Southeast,Southeast,North,Northeast,North,Northeast,South,West,Southeast,Southeast,Northwest,Northeast,Northeast,Northeast,Northeast,North,East,East,Northeast,East,West,Northeast,Southwest,West,Northeast,West,Northeast,North,West,East,Southeast,Northeast,Northeast,Southeast,Southeast,South,West,West,Northwest,West,Northwest,Northeast,Southeast,East,Southwest,Northeast,East,South,East,Northeast,Northeast,Northeast,East,Southeast,South,Northeast,North,East,East,West,North,Northeast,Northeast,East,Northeast,Northeast,Southeast,Northeast,East,South,Northwest,Northwest,West,East,Northeast,Northeast,West,North,West,Southeast,Northeast,East,North,Northwest,Southwest,Northeast,North,Northeast,West,Northeast,Northwest,Southwest,East,Southeast,Southeast
Mozambique,Northeast,North,Northwest,Southeast,Northwest,West,West,South,West,Southwest,North,West,Southeast,North,North,West,North,Northeast,West,North,North,West,Northwest,Northwest,Northeast,West,North,West,Southwest,West,East,West,East,North,Northwest,Northeast,North,East,Northwest,Northwest,Northwest,West,Northwest,Northwest,Southwest,Northeast,East,East,West,Northeast,South,West,Northwest,North,West,West,North,North,Northwest,North,North,West,West,West,North,West,Northwest,North,North,Southwest,North,Southwest,North,Southeast,North,Northwest,West,South,Southeast,Northwest,Northwest,North,North,North,Northwest,Northwest,North,North,West,West,East,West,Northwest,Northwest,Northwest,West,West,Southeast,West,Northeast,North,North,Northeast,East,North,North,Northwest,North,North,North,West,Northeast,Northwest,North,North,North,Southeast,North,North,Northeast,Northeast,North,North,Southwest,Northwest,North,North,North,North,Northeast,East,North,East,Northeast,Northwest,North,East,West,Northwest,East,Northeast,West,East,North,North,Northeast,North,West,Northwest,0,West,East,Northeast,North,Southeast,Southeast,West,Northwest,Northwest,Southeast,Southeast,Northeast,North,East,North,Northeast,Northeast,East,North,West,East,Southwest,West,East,South,North,Northwest,West,North,Northwest,North,Northeast,North,East,West,West,West,Northwest,West,Southeast,North,Northwest,North,Northwest,North,Northeast,Northwest,East,North,North,Southeast,Northeast,Southwest,Southwest,Northeast,Northwest,Northeast,North,West,North,North,North,North,Northeast,Northeast,North,Northeast,East,Northwest,Southeast,Southeast,West,Northwest,North,North,West,Southeast,West,North,North,Northeast,North,Northwest,Southwest,Northeast,Southeast,North,West,East,Southeast,Northwest,North,Northwest,West
Namibia,Northeast,North,North,South,North,North,West,South,West,Southwest,North,West,Southeast,North,Northeast,West,Northeast,Northeast,West,North,North,West,Northwest,Northwest,Northeast,West,North,East,South,West,East,West,East,North,Northwest,Northeast,Northeast,East,North,Northwest,Northwest,West,North,North,Southwest,Northeast,East,East,West,East,South,West,Northwest,North,West,West,North,North,North,North,Northeast,West,West,West,North,West,North,Northeast,North,East,Northeast,Southwest,North,Southeast,North,North,West,South,Southeast,North,Northwest,North,North,North,Northwest,North,North,North,West,West,East,West,North,Northwest,Northwest,West,West,Southeast,West,East,North,North,Northeast,East,Northeast,Northeast,North,North,North,North,West,Northeast,North,North,Northeast,Northeast,South,North,Northeast,Northeast,East,North,North,Southeast,Northwest,North,North,North,North,East,East,Northeast,East,East,Northwest,North,Southeast,West,Northwest,East,East,West,East,North,North,Northeast,North,West,Northwest,East,0,Southeast,Northeast,North,Southeast,South,West,North,North,South,Southeast,Northeast,North,East,North,Northeast,Northeast,East,North,West,East,West,West,East,Southwest,North,North,West,Northeast,North,North,Northeast,Northeast,East,West,West,West,Northwest,West,South,North,Northwest,Northeast,Northwest,North,East,Northwest,East,North,North,Southeast,Northeast,Southeast,Southwest,Northeast,North,East,North,West,North,North,North,North,East,Northeast,Northeast,East,East,Northwest,South,South,West,North,North,Northeast,West,Southeast,West,Northeast,North,Northeast,North,Northwest,Southwest,Northeast,Southeast,North,West,East,Southeast,Northwest,Northeast,Northeast,East
Nauru,Northwest,Northwest,Northwest,Southeast,North,West,Northeast,South,East,Southeast,Northwest,East,Southwest,Northwest,Northwest,Northeast,Northwest,Northwest,East,Northwest,North,East,Northwest,Northeast,Northwest,East,Northwest,Southwest,South,Southeast,West,Northeast,West,Northwest,Northwest,Northwest,West,West,West,Northeast,Northeast,East,West,Northwest,Southeast,Northwest,West,West,East,West,Southeast,East,Northwest,Northwest,Northeast,East,Northwest,North,West,North,West,East,East,East,Northwest,East,West,West,North,Southwest,West,Southeast,North,Southeast,North,North,East,Southeast,Southwest,West,North,Northwest,Northwest,North,Northwest,North,Northwest,North,East,East,Northwest,East,North,North,North,East,East,Southwest,East,Northwest,Northwest,North,West,West,Northwest,Northwest,North,North,Northwest,Northwest,East,Northwest,North,Northwest,Northwest,West,East,Northwest,Northwest,Northwest,West,North,Northwest,Southwest,Northwest,Northwest,North,Northwest,North,Northwest,West,West,West,West,Northwest,Northwest,Northeast,East,North,West,West,Northeast,Northwest,Northwest,North,Northwest,Northwest,East,North,Southwest,Southwest,0,Northwest,North,South,South,East,Northwest,West,Southeast,South,Northwest,Northwest,Northwest,North,Northwest,Northwest,West,Northwest,East,West,Southeast,East,West,Southeast,Northwest,North,East,Northwest,West,Northwest,Northwest,West,Southwest,South,East,East,Northeast,East,Southeast,Northwest,West,Northwest,North,Northwest,West,North,West,Northwest,Northwest,Southwest,West,Southwest,South,Northwest,North,West,West,East,North,North,North,Northwest,Northwest,Northwest,West,West,West,Northwest,East,Southeast,East,Northwest,Northwest,Northwest,Northeast,Southeast,Northeast,West,Northwest,Northwest,North,Northeast,Southeast,Northwest,South,Northwest,East,West,Southeast,North,West,West,Southwest
Nepal,Northwest,Northwest,West,East,Northwest,West,Northwest,South,Northwest,Southwest,Northwest,Northwest,Southeast,Northwest,Northwest,North,West,Southeast,Northwest,Northwest,Northwest,North,West,Northwest,East,West,Northwest,Southwest,Southwest,West,South,Northwest,Southeast,Northwest,West,Southeast,West,Southeast,West,North,Northwest,North,West,West,Southwest,Northeast,Southeast,South,Northwest,Southwest,East,North,West,Northwest,North,Northwest,West,Northwest,West,Northwest,West,Northwest,Northwest,Northwest,West,North,West,West,Northwest,Southwest,West,Southwest,Northwest,East,Northwest,Northwest,Northwest,East,South,West,West,West,Northwest,Northwest,West,Northwest,Northwest,North,Northwest,Northwest,East,North,Northwest,West,West,Northwest,Northwest,South,North,East,Northwest,Northwest,Southwest,Southeast,West,West,Northwest,Northwest,West,Northwest,Northwest,Northeast,Northwest,West,Northwest,Southwest,East,Northwest,West,Northwest,Southeast,Northwest,West,Southwest,West,West,Northwest,Northwest,Northwest,East,Southwest,Southwest,Southeast,Southwest,West,Northwest,East,Northwest,West,Southwest,Southwest,North,East,Northwest,Northwest,Northeast,Northwest,Northwest,Northwest,Southwest,Southwest,East,0,Northwest,East,Southeast,North,West,West,East,Southeast,Northeast,Northwest,East,Northwest,West,West,East,West,Northwest,East,West,Northwest,East,East,Northwest,Northwest,Northwest,West,West,Northwest,North,West,Southwest,West,Northwest,Northwest,Northwest,Northwest,East,Northwest,West,West,West,Northwest,Southwest,West,Southeast,Northwest,Northwest,East,Southwest,Southwest,Southwest,Northeast,Northwest,South,West,Northwest,North,Northwest,Northwest,West,East,Northwest,Southwest,Southeast,Southeast,West,East,East,Northwest,Northwest,Northwest,Northwest,Northwest,East,Northwest,West,Northwest,West,Northwest,North,West,Northwest,East,Northwest,Northwest,Southeast,East,Northwest,West,Southwest,Southwest
Netherlands,East,Southeast,South,North,South,South,West,South,West,Southwest,East,West,East,Southeast,East,West,East,East,West,East,South,West,South,West,East,Southwest,Southeast,South,South,Southwest,Southeast,West,East,Southeast,South,East,Southeast,East,South,Northwest,Southwest,West,South,South,Southwest,Northeast,East,East,West,Southeast,Northwest,West,South,Southeast,West,West,Southeast,East,South,Northeast,Southeast,West,West,West,Southeast,West,South,Southeast,Northeast,Southeast,Southeast,Southwest,Northwest,North,Northeast,South,Southwest,Northwest,Southeast,South,Southwest,Southeast,East,East,South,Southwest,Southeast,Northwest,West,West,Northeast,West,Southwest,South,Southwest,West,West,Southeast,West,Northeast,Southeast,Northwest,East,East,East,East,West,Northwest,Southeast,Southeast,West,Northeast,Southwest,Southeast,East,Southeast,North,Southeast,East,East,East,Northeast,Southeast,South,South,Southeast,Southeast,Northeast,South,Northeast,Southeast,Southeast,East,East,South,Southeast,North,West,Southwest,Southeast,Southeast,Northwest,Northeast,East,South,Northeast,Southeast,West,Southwest,Southeast,South,Northeast,East,0,Northeast,Northeast,West,South,South,North,Northeast,Northeast,Southeast,Northeast,North,East,East,Northeast,Southeast,West,Northeast,Southwest,West,Northeast,West,East,Southwest,West,East,South,East,Northeast,Southeast,Southeast,South,West,West,West,West,North,Southeast,South,Southeast,Southwest,Southeast,Southeast,Southwest,East,East,Southeast,Northeast,Southeast,South,Southwest,Northeast,Southwest,East,Southeast,West,North,Northeast,South,Southeast,Northeast,East,Southeast,East,East,South,North,North,West,South,East,East,West,North,West,Southeast,East,East,Northwest,Northwest,Southwest,East,Northeast,Southeast,West,East,North,Southwest,Southeast,Southeast,Southeast
New Caledonia,Northwest,Northwest,Northwest,East,Northwest,Southwest,East,South,East,Southeast,Northwest,East,West,Northwest,Northwest,East,West,Northwest,East,Northwest,North,East,Southwest,Northeast,Northwest,Southeast,Northwest,Southwest,South,Southeast,West,East,West,Northwest,Southwest,Northwest,Southwest,Northwest,Southwest,Northeast,Southeast,East,West,West,Southeast,Northwest,West,West,East,Southwest,East,East,Southwest,Northwest,East,East,Northwest,Northwest,Southwest,North,West,East,East,East,West,East,Southwest,West,Northwest,Southwest,West,Southeast,North,East,Northwest,Northwest,East,East,Southwest,Southwest,South,Northwest,Northwest,Northwest,Southwest,Northwest,Northwest,North,East,East,Northwest,East,North,Southwest,South,East,East,Southwest,East,Northwest,Northwest,North,West,West,Northwest,Northwest,North,North,Northwest,Northwest,East,Northwest,North,Northwest,Northwest,West,Northeast,Northwest,West,Northwest,Northwest,Northwest,Northwest,Southwest,South,West,Northwest,Northwest,Northwest,Northwest,Southwest,Southwest,West,West,West,Northwest,North,East,West,Southwest,Southwest,East,Northwest,Northwest,Northwest,Northwest,Northwest,East,Northwest,Southwest,Southwest,North,Northwest,North,0,South,East,West,Southwest,East,South,Northwest,Northwest,Northwest,North,West,Northwest,Northwest,Northwest,East,Northwest,Southeast,East,Northwest,East,Northwest,North,East,West,Southwest,Northwest,Northwest,West,Southwest,South,East,East,Northeast,East,East,Northwest,Southwest,West,South,Northwest,West,South,West,Northwest,Northwest,Northwest,West,Southwest,South,Northwest,North,West,West,East,North,North,Northwest,Northwest,Northwest,Northwest,Southwest,Northwest,West,Southwest,Northeast,East,East,Northwest,Northwest,Northwest,East,Northeast,East,West,Northwest,West,North,Northeast,Southeast,Northwest,North,Northwest,East,Northwest,East,North,West,Southwest,Southwest
New Zealand,West,West,Southwest,Northeast,West,Southwest,East,South,East,Southeast,West,East,West,Northwest,West,East,West,West,East,Northwest,Northwest,East,South,East,Northwest,Southeast,West,Southwest,South,Southeast,West,East,Northwest,West,South,Northwest,Southwest,Northwest,Southwest,Northeast,Southeast,East,Southwest,Southwest,Southeast,Northwest,West,West,East,Southwest,Northeast,East,South,Northwest,East,East,West,Northwest,Southwest,Northwest,West,East,East,East,West,East,Southwest,West,Northwest,Southwest,Southwest,Southeast,North,North,Northwest,Northwest,Southeast,Northeast,Southwest,Southwest,South,West,West,Northwest,South,South,West,North,East,East,Northwest,East,North,South,South,East,East,Southwest,East,Northwest,Northwest,North,West,West,West,West,North,North,West,West,East,Northwest,North,West,Northwest,Southwest,Northeast,West,West,Northwest,Northwest,Northwest,West,Southwest,South,Southwest,Northwest,Northwest,Northwest,Northwest,Southwest,Southwest,West,West,South,West,North,East,South,Southwest,Southwest,Northeast,Northwest,Northwest,West,Northwest,West,East,South,Southwest,Southwest,North,West,Northwest,Northwest,0,East,Southwest,Southwest,Northeast,Northwest,Northwest,West,Northwest,North,West,West,Northwest,West,East,Northwest,Southeast,East,Northwest,East,Northwest,Southeast,East,West,Southwest,Northwest,Northwest,Southwest,Southwest,South,East,East,Northeast,East,Northeast,West,South,West,South,West,Southwest,South,West,Northwest,Northwest,Northwest,Southwest,Southwest,South,Northwest,West,West,Southwest,Southeast,North,Northwest,Northwest,West,Northwest,Northwest,Southwest,West,West,South,Northeast,Northeast,East,Southwest,West,West,East,North,East,Southwest,Northwest,West,North,Northeast,Southeast,Northwest,North,West,East,Northwest,North,Southeast,West,Southwest,Southwest
Nicaragua,Northeast,Northeast,Northeast,West,Northeast,East,East,South,East,South,Northeast,East,Southwest,Northeast,Northeast,Northeast,Northeast,North,East,Northeast,Northeast,Northwest,East,Northeast,North,Southeast,Northeast,East,Southeast,Southeast,East,East,Northwest,Northeast,East,North,East,North,East,North,East,Northeast,East,East,South,North,West,West,Southeast,East,Southwest,Southeast,East,Northeast,Northeast,East,Northeast,Northeast,East,Northeast,Northeast,East,Northeast,Southeast,Northeast,West,East,Northeast,Northeast,Southeast,East,South,Northeast,West,Northeast,Northeast,East,Southwest,Southeast,East,East,Northeast,Northeast,Northeast,East,Northeast,Northeast,North,East,East,Northwest,Northwest,Northeast,East,East,East,Northeast,South,Northwest,Northwest,Northeast,Northeast,Northeast,Northwest,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,Northwest,Northeast,Northeast,North,East,West,Northeast,Northeast,North,North,Northeast,Northeast,Southeast,East,Northeast,Northeast,Northeast,Northeast,Northwest,East,East,Northwest,Northeast,East,Northeast,West,East,East,East,East,Northwest,West,Northeast,Northeast,North,Northeast,East,Northeast,East,East,West,North,Northeast,West,Southwest,0,East,East,West,Southwest,Northwest,Northeast,Northwest,Northeast,Northeast,Northeast,Northwest,Northeast,Southeast,West,Southeast,Southeast,Northwest,Southwest,Northeast,Northeast,East,Northeast,East,Northeast,North,East,East,Southeast,East,East,Northeast,East,West,Northeast,East,Northeast,East,Northeast,East,East,Northwest,Northeast,Northeast,West,East,Southeast,Southeast,Northwest,Northeast,Northeast,East,East,North,Northeast,Northeast,Northeast,Northwest,North,East,North,West,East,West,West,East,Northeast,Northeast,Northeast,Northeast,West,East,East,Northeast,Northeast,Northeast,North,Southeast,Northeast,West,Northeast,East,Northwest,West,East,Northeast,East,East
Niger,Northeast,North,Northwest,Northwest,North,South,West,South,West,Southwest,Northeast,West,East,North,Northeast,Northwest,East,East,West,North,North,West,Southwest,Northwest,Northeast,West,North,Southeast,South,Southwest,East,West,East,Northeast,Southwest,East,Southeast,East,Southeast,Northwest,West,West,Southeast,East,Southwest,Northeast,East,East,West,Southeast,West,West,Southwest,North,West,West,Northeast,North,Southeast,North,East,West,West,West,Northeast,West,South,East,North,Southeast,East,Southwest,North,East,North,North,West,West,Southeast,South,West,Northeast,Northeast,North,Southwest,Northwest,Northeast,North,West,West,Northeast,West,North,West,West,West,West,Southeast,West,Northeast,North,North,East,East,Northeast,Northeast,North,North,Northeast,North,West,Northeast,North,Northeast,Northeast,Southeast,North,North,Northeast,Northeast,East,North,Northeast,Southeast,Southwest,Northeast,North,North,North,Northeast,Southeast,Southeast,East,East,West,North,Northeast,West,West,Southeast,Southeast,Northwest,Northeast,Northeast,North,Northeast,North,West,Northwest,Southeast,South,Northeast,Northeast,North,East,Southeast,West,0,South,Southwest,Southeast,Northeast,Northeast,Northeast,North,East,Northeast,East,Northeast,West,East,Southwest,West,East,West,North,Northwest,West,East,Southeast,Northeast,Northeast,Southeast,Southeast,Southwest,West,West,Northwest,West,North,North,South,East,West,North,East,Southwest,East,North,North,East,East,South,Southwest,Northeast,North,East,East,West,North,North,North,Northeast,Northeast,Northeast,Southeast,East,East,Southwest,North,Southeast,West,North,Northeast,Northeast,West,Northeast,West,Southeast,Northeast,East,North,Northwest,Southwest,Northeast,East,North,West,East,Northeast,West,East,Southeast,Southeast
